GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS694114299	2019-01-05 12:53:07.0	585	species	Greater Scaup	Aythya marila			1				United States	US	Idaho	US-ID	Lemhi	US-ID-059		9			Salmon Sewer Lagoon	L2130524	H	45.1906874	-113.8901997	2018-12-18	10:10:00	obsr718890	S50789236	Traveling	P22	EBIRD	25	0.483		2	1		0	0	0			Continuing.  Initially missed, but clearly shown in photo.	
URN:CornellLabOfOrnithology:EBIRD:OBS687133699	2018-12-17 22:43:15.0	585	species	Greater Scaup	Aythya marila			1				United States	US	Idaho	US-ID	Lemhi	US-ID-059		9			Salmon Sewer Lagoon	L2130524	H	45.1906874	-113.8901997	2018-12-17	15:46:00	obsr718890	S50767109	Traveling	P22	EBIRD	61	0.483		1	1		1	0	0			Female. Poor photos in failing light, but show rounded head (no "peak"), and wide nail on bill.	
URN:CornellLabOfOrnithology:EBIRD:OBS680437848	2018-11-26 13:11:38.0	5279	species	American Coot	Fulica americana			1				United States	US	Idaho	US-ID	Lewis	US-ID-061		10			Lawyer's Canyon	L8188142	P	46.2097913	-116.083131	2018-11-25	15:00:00	obsr1147976	S50235813	Traveling	P22	EBIRD	30	1.609		1	0		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS683801431	2018-12-08 00:40:22.0	30697	species	Chipping Sparrow	Spizella passerina			1				United States	US	Idaho	US-ID	Lewis	US-ID-061		10			kamiah	L8225866	P	46.2297471	-116.0338115	2018-12-02	09:30:00	obsr891958	S50506879	Stationary	P21	EBIRD	15			1	1		0	0	0			smaller than the juncos it was in the tree with, no breast spot, black eyeline and a rusty cap.  Not in full breeding plumage. Observed at twenty feet for several minutes while it was sitting in a bare tree.	
URN:CornellLabOfOrnithology:EBIRD:OBS688538292	2018-12-26 19:59:01.0	31534	species	Brewer's Blackbird	Euphagus cyanocephalus			155				United States	US	Idaho	US-ID	Madison	US-ID-065		9			1900 N 6000 W, Rexburg US-ID (43.8535,-111.8976)	L8288740	P	43.853548	-111.897589	2018-12-22	15:22:00	obsr281533	S50872883	Traveling	P22	EBIRD	28	9.22		3	1	G3684096	0	0	0		Rex CBC	Pale iris	
URN:CornellLabOfOrnithology:EBIRD:OBS689859957	2018-12-26 19:59:01.0	31534	species	Brewer's Blackbird	Euphagus cyanocephalus			155				United States	US	Idaho	US-ID	Madison	US-ID-065		9			1900 N 6000 W, Rexburg US-ID (43.8535,-111.8976)	L8288740	P	43.853548	-111.897589	2018-12-22	15:22:00	obsr139198	S50980884	Traveling	P22	EBIRD	28	9.22		3	1	G3684096	0	0	0		Rex CBC	Pale iris	
URN:CornellLabOfOrnithology:EBIRD:OBS688448503	2018-12-26 19:59:12.0	23374	species	Ruby-crowned Kinglet	Regulus calendula			1				United States	US	Idaho	US-ID	Madison	US-ID-065		9			Burton Cemetery	L8287329	P	43.788981	-111.829516	2018-12-22	11:28:00	obsr281533	S50865748	Stationary	P21	EBIRD	20			3	1	G3684103	0	0	0		Rex CBC section 5	Spotted by D Clark during CBC	
URN:CornellLabOfOrnithology:EBIRD:OBS689859983	2018-12-26 19:59:12.0	23374	species	Ruby-crowned Kinglet	Regulus calendula			1				United States	US	Idaho	US-ID	Madison	US-ID-065		9			Burton Cemetery	L8287329	P	43.788981	-111.829516	2018-12-22	11:28:00	obsr139198	S50980891	Stationary	P21	EBIRD	20			3	1	G3684103	0	0	0		Rex CBC section 5	Spotted by D Clark during CBC	
URN:CornellLabOfOrnithology:EBIRD:OBS696588050	2019-01-10 12:36:17.0	31731	species	American Redstart	Setophaga ruticilla			1				United States	US	Idaho	US-ID	Minidoka	US-ID-067	US-ID_594	9	USFWS_740		Lake Walcott SP	L356665	H	42.672615	-113.481555	2006-08-31		obsr696608	S51525299	Historical	P62	EBIRD				1	1		0	0	0			Uncommon during spring and fall migration. Almost all black with orange markings - very active foraging	
URN:CornellLabOfOrnithology:EBIRD:OBS696574293	2019-01-10 12:10:59.0	6416	species	Common Tern	Sterna hirundo			X				United States	US	Idaho	US-ID	Minidoka	US-ID-067	US-ID_594	9	USFWS_740		Lake Walcott Spillway	L1273639	H	42.6747056	-113.490572	2006-08-26		obsr696608	S51524330	Historical	P62	EBIRD				1	1		0	0	0			Dark on upper surface of primaries - different from Forster's terns which were also present. Small numbers present during fall on Lake Walcott & Snake River.	
URN:CornellLabOfOrnithology:EBIRD:OBS696572151	2019-01-10 12:03:40.0	6416	species	Common Tern	Sterna hirundo			1				United States	US	Idaho	US-ID	Minidoka	US-ID-067	US-ID_594	9	USFWS_740		Lake Walcott SP	L356665	H	42.672615	-113.481555	2006-08-26		obsr696608	S51524107	Historical	P62	EBIRD				1	1		0	0	0			Dark in upper surface of primaries. Small numbers on Lake Walcott & Snake River during fall.	
URN:CornellLabOfOrnithology:EBIRD:OBS696583572	2019-01-10 12:24:07.0	19200	species	Plumbeous Vireo	Vireo plumbeus			1				United States	US	Idaho	US-ID	Minidoka	US-ID-067	US-ID_594	9	USFWS_740		Lake Walcott SP	L356665	H	42.672615	-113.481555	2006-08-27		obsr696608	S51524888	Historical	P62	EBIRD				1	1		0	0	0			All gray vireo with white wing bars and spectacles	
URN:CornellLabOfOrnithology:EBIRD:OBS696635090	2019-01-10 14:22:14.0	30903	species	Harris's Sparrow	Zonotrichia querula			2			Unknown Sex, Adult (1); Unknown Sex, Immature (1)	United States	US	Idaho	US-ID	Minidoka	US-ID-067	US-ID_594	9	USFWS_740		Lake Walcott SP	L356665	H	42.672615	-113.481555	2006-12-19		obsr696608	S51530067	Historical	P62	EBIRD				1	1		0	0	0			One in adult & 1 in juvenile plumage	
URN:CornellLabOfOrnithology:EBIRD:OBS696884326	2019-01-11 10:09:04.0	21444	species	Bank Swallow	Riparia riparia			X				United States	US	Idaho	US-ID	Minidoka	US-ID-067	US-ID_594	9	USFWS_740		Lake Walcott Spillway	L1273639	H	42.6747056	-113.490572	2007-04-03		obsr696608	S51550722	Historical	P62	EBIRD				1	1		0	0	0			brown swallow with light under parts & brown band across chest	
URN:CornellLabOfOrnithology:EBIRD:OBS696893904	2019-01-11 10:43:01.0	31420	species	Bullock's Oriole	Icterus bullockii			X				United States	US	Idaho	US-ID	Minidoka	US-ID-067	US-ID_594	9	USFWS_740		Lake Walcott SP	L356665	H	42.672615	-113.481555	2007-04-30		obsr696608	S51551604	Historical	P62	EBIRD				1	1		0	0	0			First observation of spring; visual & by song	
URN:CornellLabOfOrnithology:EBIRD:OBS696884335	2019-01-11 10:09:04.0	6198	species	Franklin's Gull	Leucophaeus pipixcan			X				United States	US	Idaho	US-ID	Minidoka	US-ID-067	US-ID_594	9	USFWS_740		Lake Walcott Spillway	L1273639	H	42.6747056	-113.490572	2007-04-03		obsr696608	S51550722	Historical	P62	EBIRD				1	1		0	0	0			Black head; small gull; no white wedge on primaries	
URN:CornellLabOfOrnithology:EBIRD:OBS696884332	2019-01-11 10:09:04.0	5851	species	Least Sandpiper	Calidris minutilla			1				United States	US	Idaho	US-ID	Minidoka	US-ID-067	US-ID_594	9	USFWS_740		Lake Walcott Spillway	L1273639	H	42.6747056	-113.490572	2007-04-03		obsr696608	S51550722	Historical	P62	EBIRD				1	1		0	0	0			small peep with yellow legs	
URN:CornellLabOfOrnithology:EBIRD:OBS696906935	2019-01-11 11:29:45.0	15679	species	Least Flycatcher	Empidonax minimus			1				United States	US	Idaho	US-ID	Minidoka	US-ID-067	US-ID_594	9	USFWS_740		Lake Walcott SP	L356665	H	42.672615	-113.481555	2007-05-22		obsr696608	S51552857	Incidental	P20	EBIRD					0		0	0	0			1 singing at 06:00 at Lake View Campground; Identified by song.	
URN:CornellLabOfOrnithology:EBIRD:OBS696915398	2019-01-11 11:55:48.0	15679	species	Least Flycatcher	Empidonax minimus			1				United States	US	Idaho	US-ID	Minidoka	US-ID-067	US-ID_594	9	USFWS_740		Lake Walcott SP	L356665	H	42.672615	-113.481555	2007-05-26		obsr696608	S51553564	Historical	P62	EBIRD				1	1		0	0	0			identified by song	
URN:CornellLabOfOrnithology:EBIRD:OBS696912990	2019-01-11 11:47:41.0	15679	species	Least Flycatcher	Empidonax minimus			1				United States	US	Idaho	US-ID	Minidoka	US-ID-067	US-ID_594	9	USFWS_740		Lake Walcott SP	L356665	H	42.672615	-113.481555	2007-05-25		obsr696608	S51553330	Historical	P62	EBIRD				1	1		0	0	0			1 singing male - identified by song	
URN:CornellLabOfOrnithology:EBIRD:OBS696895186	2019-01-11 10:48:34.0	7103	species	Little Blue Heron	Egretta caerulea			1				United States	US	Idaho	US-ID	Minidoka	US-ID-067		9			Snake R, Minidoka Spillway to Baseline Rd Bridge	L6264731	P	42.658328	-113.549366	2007-05-02	04:00:00	obsr696608	S51551732	Incidental	P20	EBIRD					0		0	0	0			Photos exist, but I don't have a copy. Was observed subsequently by others and was accepted by Idaho Rare Bird Committee.	
URN:CornellLabOfOrnithology:EBIRD:OBS696910698	2019-01-11 11:40:46.0	19201	issf	Plumbeous Vireo	Vireo plumbeus	Plumbeous Vireo (Plumbeous)	Vireo plumbeus [plumbeus Group]	1				United States	US	Idaho	US-ID	Minidoka	US-ID-067	US-ID_594	9	USFWS_740		Lake Walcott SP	L356665	H	42.672615	-113.481555	2007-05-22		obsr696608	S51553152	Historical	P62	EBIRD				1	1		0	0	0			All gray vireo with white spectacles & wing bars - no greenish coloration present	
URN:CornellLabOfOrnithology:EBIRD:OBS696925043	2019-01-11 12:23:40.0	6171	species	Bonaparte's Gull	Chroicocephalus philadelphia			1				United States	US	Idaho	US-ID	Minidoka	US-ID-067	US-ID_594	9	USFWS_740		Lake Walcott Spillway	L1273639	H	42.6747056	-113.490572	2007-08-07		obsr696608	S51554826	Incidental	P20	EBIRD					0		0	0	0			Small gull with white wedge on primaries	
URN:CornellLabOfOrnithology:EBIRD:OBS696924297	2019-01-11 12:21:23.0	6171	species	Bonaparte's Gull	Chroicocephalus philadelphia			5				United States	US	Idaho	US-ID	Minidoka	US-ID-067	US-ID_594	9	USFWS_740		Lake Walcott Spillway	L1273639	H	42.6747056	-113.490572	2007-08-03		obsr696608	S51554758	Historical	P62	EBIRD				1	1		0	0	0			Small gull wit white wedge in primaries. Distinct from Franklin's gulls which were also present	
URN:CornellLabOfOrnithology:EBIRD:OBS648058999	2018-08-19 16:09:50.0	654	species	Red-breasted Merganser	Mergus serrator			1				United States	US	Idaho	US-ID	Minidoka	US-ID-067	US-ID_594	9	USFWS_740		Lake Walcott Spillway	L1273639	H	42.6747056	-113.490572	2018-08-13	07:03:00	obsr414437	S47820784	Traveling	P22	EBIRD	17	0.126		1	1		1	0	0			Female-type bird. Thin red bill, light gray body, pale reddish head (not deep rufous like Common Merganser), poorly defined/dusky white throat. Photo to come.	
URN:CornellLabOfOrnithology:EBIRD:OBS655566477	2018-09-09 13:23:02.0	654	species	Red-breasted Merganser	Mergus serrator			1				United States	US	Idaho	US-ID	Minidoka	US-ID-067	US-ID_594	9	USFWS_740		Lake Walcott Spillway	L1273639	H	42.6747056	-113.490572	2018-09-09	09:36:00	obsr134134	S48392947	Traveling	P22	EBIRD	87	0.646		2	1		1	0	0		Sister Kathy and I on birding road trip. 	Photo taken. Odd spot to find one.	
URN:CornellLabOfOrnithology:EBIRD:OBS691092769	2018-12-30 10:43:54.0	5940	species	Greater Yellowlegs	Tringa melanoleuca			2				United States	US	Idaho	US-ID	Oneida	US-ID-071		9			Daniels Reservoir	L1168657	H	42.3557532	-112.4455833	2001-07-03		obsr980756	S51081773	Historical	P62	EBIRD					0		0	0	0		A few birds noted while fishing	This is not a rare bird at all in autumn migration through s.e. Idaho. A couple on the mudflats.	
URN:CornellLabOfOrnithology:EBIRD:OBS687254818	2018-12-18 12:04:10.0	31547	species	Great-tailed Grackle	Quiscalus mexicanus			1				United States	US	Idaho	US-ID	Oneida	US-ID-071		9			Daniels Reservoir	L1168657	H	42.3557532	-112.4455833	2010-07-10	17:00:00	obsr980756	S50776314	Incidental	P20	EBIRD				1	0		0	0	0		I was fishing but also paid attention to birds.	Two were in the parking area hanging out. I got very close and good looks at this (for me familiar) bird. The most noticeable characteristic was it's remarkably long tail.	
URN:CornellLabOfOrnithology:EBIRD:OBS679897461	2018-11-24 22:38:18.0	30806	species	Fox Sparrow	Passerella iliaca			1				United States	US	Idaho	US-ID	Owyhee	US-ID-073		9			CJ Strike WMA--General	L109175	H	42.9172122	-115.8583832	1991-11-09		obsr291283	S50195323	Historical	P62	EBIRD				1	1		0	0	0			No details	
URN:CornellLabOfOrnithology:EBIRD:OBS695753345	2019-01-08 01:31:37.0	31013	species	Lincoln's Sparrow	Melospiza lincolnii			1				United States	US	Idaho	US-ID	Owyhee	US-ID-073		9			Island Park (Owyhee Co.)	L749303	H	43.5471453	-116.8012118	1993-11-27		obsr291283	S51455897	Historical	P62	EBIRD				3	1		0	0	0		Mike and MerryLynn Denny were birding with me.	Large gray supercillium, buffy submoustachial, finely streaked upper breast with buff below were all seen.	
URN:CornellLabOfOrnithology:EBIRD:OBS695186598	2019-01-06 22:46:19.0	8713	species	Northern Saw-whet Owl	Aegolius acadicus			7			Female, Adult (1); Unknown Sex, Juvenile (6)	United States	US	Idaho	US-ID	Owyhee	US-ID-073		9	USFWS_313		CJ Strike WMA--Crane Falls Lake	L1861615	H	42.9672457	-115.8396374	2008-05-01		obsr216968	S51418477	Historical	P62	EBIRD				12	0		1	0	0		Owl banding trip lead by BLM Biologist John Doremus & others.  Location is approximate.	We banded 36 NSWO in Elmore & Owyhee counties in total that day... These 7 were based on photo documentation.  Location is approximate.	
URN:CornellLabOfOrnithology:EBIRD:OBS657618618	2018-09-29 12:50:25.0	4644	species	Anna's Hummingbird	Calypte anna			1				United States	US	Idaho	US-ID	Owyhee	US-ID-073		9			My House	L6678371	P	42.8840776	-116.9846535	2018-09-15	17:00:00	obsr550786	S48540965	Stationary	P21	EBIRD	60			1	1		1	0	0			white eyebrow. V shaped neck pattern	
URN:CornellLabOfOrnithology:EBIRD:OBS659225453	2018-09-24 12:00:14.0	6081	species	Parasitic Jaeger	Stercorarius parasiticus			1				United States	US	Idaho	US-ID	Owyhee	US-ID-073		9			CJ Strike WMA--Black Sands	L867430	H	42.9375431	-115.9673882	2018-09-20	10:50:00	obsr628208	S48658704	Stationary	P21	EBIRD	65			1	1		1	0	0			Saw a jaeger for about 2 minutes, mostly quite far away. It was chasing/harrassing a ring-billed gull for most of that time. The bird appears to be a light phase breeding adult. Although the photos are not definitive, most of the field marks that can be made out seem to point to Parasitic. These include: prolonged chasing behavior, deep & fairly fast wingbeats, wing base that appears narrower than Pomarine, extensive white on the underside primaries, "white flash" present in the primaries when viewed from above (rare on other jaegers) and contrasting black underwing compared to the primaries, unlike long-tailed which should appear a uniform gray on the underwing. I lost contact with it as it was flying across the reservoir and couldn't relocate it, although I remained in the area for an hour and then checked several other access points on the reservoir. Can't say with 100% certainty that it was a Parasitic, but seems most likely to me based on the scant photo evidence. Photos attached.	
URN:CornellLabOfOrnithology:EBIRD:OBS690177616	2018-12-27 19:37:28.0	630	species	Common Goldeneye	Bucephala clangula			250				United States	US	Idaho	US-ID	Power	US-ID-077	US-ID_3	9			American Falls Dam and Visitor Center	L937405	H	42.7775114	-112.8790283	1999-12-20	08:00:00	obsr196748	S51007248	Historical	P62	EBIRD				1	1		0	0	0		Started the day at the dam where a Yellow-billed Loon had been present for about 10 days. Two birders were present and "protecting" the loon from hunters. After viewing the loon, I checked the river again from another overlook (cemetery) where I was told there had been five Oldsquaws, but that they may have all been "whacked." I didn't find any.	From dam to cemetery overlook.	
URN:CornellLabOfOrnithology:EBIRD:OBS690177621	2018-12-27 19:37:28.0	6506	species	Yellow-billed Loon	Gavia adamsii			1				United States	US	Idaho	US-ID	Power	US-ID-077	US-ID_3	9			American Falls Dam and Visitor Center	L937405	H	42.7775114	-112.8790283	1999-12-20	08:00:00	obsr196748	S51007248	Historical	P62	EBIRD				1	1		0	0	0		Started the day at the dam where a Yellow-billed Loon had been present for about 10 days. Two birders were present and "protecting" the loon from hunters. After viewing the loon, I checked the river again from another overlook (cemetery) where I was told there had been five Oldsquaws, but that they may have all been "whacked." I didn't find any.	An immature. The bill pale including culmen with yellow color evident at distal end of bill - both lower and upper mandible. Generally a pale brown head and neck except for a darker brown patch on auriculars and the darker brown on back "ridge" of neck. Evident white tips to feathers of upperparts.	
URN:CornellLabOfOrnithology:EBIRD:OBS693140082	2019-01-03 12:30:45.0	6416	species	Common Tern	Sterna hirundo			130				United States	US	Idaho	US-ID	Power	US-ID-077	US-ID_3	9			American Falls Reservoir--Silo area	L2281594	H	42.7862163	-112.8645444	2002-09-13		obsr980756	S51255140	Historical	P62	EBIRD		1.609			0		0	0	0			This was an unusually high number for here, but in the 1980s and 1990s at least dozens were common along this section of the reservoir.	
URN:CornellLabOfOrnithology:EBIRD:OBS693140086	2019-01-03 12:30:45.0	662	species	Ruddy Duck	Oxyura jamaicensis			800				United States	US	Idaho	US-ID	Power	US-ID-077	US-ID_3	9			American Falls Reservoir--Silo area	L2281594	H	42.7862163	-112.8645444	2002-09-13		obsr980756	S51255140	Historical	P62	EBIRD		1.609			0		0	0	0			at least this many in pools in the very low water. Reservoir at 6% This was an estimate probably counted by 10s or 100s	
URN:CornellLabOfOrnithology:EBIRD:OBS696832981	2019-01-11 04:23:59.0	7071	species	Great Egret	Ardea alba			97				United States	US	Idaho	US-ID	Power	US-ID-077	US-ID_3	9			83204, Pocatello US-ID (42.7927,-112.8598)	L8405834	P	42.792748	-112.859844	2018-08-20	07:28:00	obsr414437	S51546222	Stationary	P21	EBIRD	12			1	1		0	0	0			Exact count	
URN:CornellLabOfOrnithology:EBIRD:OBS696832983	2019-01-11 04:23:59.0	7214	slash	Glossy/White-faced Ibis	Plegadis falcinellus/chihi			83				United States	US	Idaho	US-ID	Power	US-ID-077	US-ID_3	9			83204, Pocatello US-ID (42.7927,-112.8598)	L8405834	P	42.792748	-112.859844	2018-08-20	07:28:00	obsr414437	S51546222	Stationary	P21	EBIRD	12			1	1		0	0	0			juvenile birds foraging in mud	
URN:CornellLabOfOrnithology:EBIRD:OBS696833740	2019-01-11 04:35:05.0	1782	slash	Western/Clark's Grebe	Aechmophorus occidentalis/clarkii			X				United States	US	Idaho	US-ID	Power	US-ID-077	US-ID_3	9			Willow Bay Pier	L3024882	H	42.8068622	-112.8356838	2018-08-20	08:42:00	obsr414437	S51546285	Traveling	P22	EBIRD	12	0.323		1	1		0	0	0		Unfortunately it has been months between when I made this checklist and the date of submission. I only noted time, distance traveled, and almost no individual counts (exception was for PEFA). The result is simply presence/absence marked for species. 	Many were too far out to identify to species 	
URN:CornellLabOfOrnithology:EBIRD:OBS696833435	2019-01-11 04:32:01.0	1782	slash	Western/Clark's Grebe	Aechmophorus occidentalis/clarkii			X				United States	US	Idaho	US-ID	Power	US-ID-077	US-ID_3	9			American Falls Reservoir--Silo area	L2281594	H	42.7862163	-112.8645444	2018-08-20	07:37:00	obsr414437	S51546258	Traveling	P22	EBIRD	47	0.508		1	1		0	0	0		Unfortunately it has been months between when I made this checklist and the date of submission. I only noted time, distance traveled, and almost no individual counts (exception was for PEFA). The result is simply presence/absence marked for species. 		
URN:CornellLabOfOrnithology:EBIRD:OBS696832987	2019-01-11 04:23:59.0	31816	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Audubon's)	Setophaga coronata auduboni	1				United States	US	Idaho	US-ID	Power	US-ID-077	US-ID_3	9			83204, Pocatello US-ID (42.7927,-112.8598)	L8405834	P	42.792748	-112.859844	2018-08-20	07:28:00	obsr414437	S51546222	Stationary	P21	EBIRD	12			1	1		0	0	0			Expected form. Open-ended, lighter chip call more than Myrtle 	
URN:CornellLabOfOrnithology:EBIRD:OBS691626376	2019-01-03 15:04:10.0	630	species	Common Goldeneye	Bucephala clangula			450				United States	US	Idaho	US-ID	Power	US-ID-077	US-ID_3	9			American Falls Dam east bank US-ID (42.7757,-112.8744)	L8097456	P	42.775705	-112.874385	2018-12-31	10:00:00	obsr199754	S51122686	Stationary	P21	EBIRD	50			2	1	G3717415	0	0	0			Concentrated below dam in open water estimated by 25 for the area.	
URN:CornellLabOfOrnithology:EBIRD:OBS691698964	2018-12-31 15:40:57.0	30832	issf	Dark-eyed Junco	Junco hyemalis	Dark-eyed Junco (Slate-colored)	Junco hyemalis hyemalis/carolinensis	1				United States	US	Idaho	US-ID	Power	US-ID-077	US-ID_3	9			American Falls Fish Hatchery	L199875	H	42.7681884	-112.8809402	2018-12-31	12:28:00	obsr199754	S51129635	Traveling	P22	EBIRD	58	4.176		2	1		0	0	0			All gray upper body throat chest and head, white underneath white gray flanks.	
URN:CornellLabOfOrnithology:EBIRD:OBS691626387	2019-01-03 15:04:10.0	639	species	Hooded Merganser	Lophodytes cucullatus			35				United States	US	Idaho	US-ID	Power	US-ID-077	US-ID_3	9			American Falls Dam east bank US-ID (42.7757,-112.8744)	L8097456	P	42.775705	-112.874385	2018-12-31	10:00:00	obsr199754	S51122686	Stationary	P21	EBIRD	50			2	1	G3717415	0	0	0			Concentrated in two areas of open water.  15 in one group and 20 on the other.	
URN:CornellLabOfOrnithology:EBIRD:OBS691644065	2019-01-03 15:04:26.0	30340	species	Lesser Goldfinch	Spinus psaltria			25				United States	US	Idaho	US-ID	Power	US-ID-077		9			3268–3292 Eagle Rock Rd, American Falls US-ID (42.7220,-112.9174)	L8334548	P	42.721964	-112.917387	2018-12-31	11:33:00	obsr199754	S51124276	Traveling	P22	EBIRD	13	7.414		2	1	G3717416	0	0	0			Pictures taken will add later.	
URN:CornellLabOfOrnithology:EBIRD:OBS693217708	2019-01-03 15:04:26.0	30340	species	Lesser Goldfinch	Spinus psaltria			25				United States	US	Idaho	US-ID	Power	US-ID-077		9			3268–3292 Eagle Rock Rd, American Falls US-ID (42.7220,-112.9174)	L8334548	P	42.721964	-112.917387	2018-12-31	11:33:00	obsr139198	S51262318	Traveling	P22	EBIRD	13	7.414		2	1	G3717416	0	0	0			Pictures taken will add later.	
URN:CornellLabOfOrnithology:EBIRD:OBS691698973	2018-12-31 15:40:57.0	31013	species	Lincoln's Sparrow	Melospiza lincolnii			1				United States	US	Idaho	US-ID	Power	US-ID-077	US-ID_3	9			American Falls Fish Hatchery	L199875	H	42.7681884	-112.8809402	2018-12-31	12:28:00	obsr199754	S51129635	Traveling	P22	EBIRD	58	4.176		2	1		0	0	0			Finely streaked Sparrow with Buffy sides, gray supercilium with small dark bill.	
URN:CornellLabOfOrnithology:EBIRD:OBS693181544	2019-01-03 13:43:33.0	31017	species	Swamp Sparrow	Melospiza georgiana			1				United States	US	Idaho	US-ID	Teton	US-ID-081		9			Driggs area, Mike's place	L8357202	P	43.8197877	-111.1364023	2002-12-23		obsr980756	S51258785	Historical	P62	EBIRD					0		0	0	0		noted over two days.	One was at Mike Delate's feeder (for over a week before we arrived). We watched it several times a day at very close range. This is a bird I was familiar with.	
URN:CornellLabOfOrnithology:EBIRD:OBS694788018	2019-01-06 15:25:38.0	31017	species	Swamp Sparrow	Melospiza georgiana			1				United States	US	Idaho	US-ID	Twin Falls	US-ID-083		9			Whooper Flats	L890542	H	42.7633664	-114.8970366	2005-12-22		obsr980756	S51394550	Historical	P62	EBIRD					0		0	0	0		This was in the Hagerman area near here.	I have this down and starred in my notes stating I got a good look. This was a bird I was quite familiar with. Sorry no more details than that.	
URN:CornellLabOfOrnithology:EBIRD:OBS694788022	2019-01-06 15:25:38.0	339	species	Whooper Swan	Cygnus cygnus			1				United States	US	Idaho	US-ID	Twin Falls	US-ID-083		9			Whooper Flats	L890542	H	42.7633664	-114.8970366	2005-12-22		obsr980756	S51394550	Historical	P62	EBIRD					0		0	0	0		This was in the Hagerman area near here.	An immature, this was pointed out to me be other birders. A very good chance it was an escapee.	
URN:CornellLabOfOrnithology:EBIRD:OBS580685703	2018-12-12 11:13:03.0	30274	species	Cassia Crossbill	Loxia sinesciuris			3				United States	US	Idaho	US-ID	Twin Falls	US-ID-083		9			Twin Falls Park	L606255	H	42.5882879	-114.355638	2017-12-05	11:00:00	obsr826182	S43065999	Stationary	P21	EBIRD	20			2	1	G3089659	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS607919433	2018-08-03 12:52:59.0	31420	species	Bullock's Oriole	Icterus bullockii			1				United States	US	Idaho	US-ID	Twin Falls	US-ID-083		9			Birding Patch	L6620023	P	42.5920635	-114.3840185	2018-04-27	14:38:00	obsr566605	S45099623	Traveling	P22	EBIRD	192	6.051		1	0		0	0	0			Heard chatter call twice. In East end of Dierkes Park, never managed to catch sight of it.	
URN:CornellLabOfOrnithology:EBIRD:OBS626230928	2018-11-08 10:13:28.0	4657	species	Broad-tailed Hummingbird	Selasphorus platycercus			15				United States	US	Idaho	US-ID	Twin Falls	US-ID-083	US-ID_2770	9			Brockman's Hummingbird Feeding Station	L982925	H	42.2188	-114.37586	2018-05-31	08:29:00	obsr206950	S46199933	Traveling	P22	EBIRD	119	1.609		1	1	G3253688	0	0	0			15	
URN:CornellLabOfOrnithology:EBIRD:OBS630372627	2018-06-12 10:44:10.0	15679	species	Least Flycatcher	Empidonax minimus			1				United States	US	Idaho	US-ID	Twin Falls	US-ID-083	US-ID_2770	9			Sawtooth National Forest, Twin Falls US-ID (42.1290,-114.3095)	L7556104	P	42.128992	-114.309549	2018-06-09	06:42:00	obsr566605	S46496671	Traveling	P22	EBIRD	67	6.732		4	1	G3277742	0	0	0			Located bird by sound.  Call a sharp, dry pwit or pit; shorter, drier, .	
URN:CornellLabOfOrnithology:EBIRD:OBS630032838	2018-06-12 10:44:10.0	15679	species	Least Flycatcher	Empidonax minimus			1				United States	US	Idaho	US-ID	Twin Falls	US-ID-083	US-ID_2770	9			Sawtooth National Forest, Twin Falls US-ID (42.1290,-114.3095)	L7556104	P	42.128992	-114.309549	2018-06-09	06:42:00	obsr54779	S46470505	Traveling	P22	EBIRD	67	6.732		4	1	G3277742	0	0	0			Located bird by sound.  Call a sharp, dry pwit or pit; shorter, drier, .	
URN:CornellLabOfOrnithology:EBIRD:OBS650521832	2018-08-22 20:25:18.0	1784	species	Rock Pigeon	Columba livia			20				United States	US	Idaho	US-ID	Twin Falls	US-ID-083		9			Shoshone Falls Rim Trail	L884955	H	42.5926006	-114.4033813	2018-08-22	17:11:00	obsr972654	S48014145	Traveling	P22	EBIRD	45	0.805		1	1		0	0	0			Estimate	
URN:CornellLabOfOrnithology:EBIRD:OBS647697088	2018-08-13 14:19:44.0	31663	species	Virginia's Warbler	Oreothlypis virginiae			1				United States	US	Idaho	US-ID	Twin Falls	US-ID-083	US-ID_2770	9			Shoshone Basin Burn Trail	L7745670	H	42.210891	-114.294642	2018-08-11	18:15:00	obsr50466	S47794873	Traveling	P22	EBIRD	15	1.609		2	1	G3394614	0	0	0			male attracted to mobbing	
